Filename,Full Path,Path,Sample,Start Time,Error,Output,Check Duration (s)
71° North - Team - S02E04 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E04 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.72
71° North - Team - S02E04 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E04 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,171.25,no,,3.35
71° North - Team - S02E05 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E05 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.6
71° North - Team - S02E05 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E05 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,516.22,no,,1.91
71° North - Team - S02E06 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E06 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.58
71° North - Team - S02E06 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E06 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,577.71,no,,3.12
71° North - Team - S02E07 - TBA WEBDL-720p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E07 - TBA WEBDL-720p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.12
71° North - Team - S02E07 - TBA WEBDL-720p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E07 - TBA WEBDL-720p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,661.41,no,,2.03
71° North - Team - S02E08 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E08 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.7
71° North - Team - S02E08 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E08 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,524.69,no,,2.78
71° North - Team - S02E09 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E09 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.95
