File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E13 - Trading Places WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E13 - Trading Places WEBDL-1080p.mkv	189808432	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1208016	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.992000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676313.9739268	1724676313.9739268
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E14 - Tiegs for Two WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E14 - Tiegs for Two WEBDL-1080p.mkv	196801801	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1251856	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1257.664000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676302.6754844	1724676302.6754844
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E15 - Brothers & Sisters WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E15 - Brothers & Sisters WEBDL-1080p.mkv	137735012	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	882667	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1248.352000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724677532.5546298	1724677532.5546298
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E16 - The Big Bang Theory WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E16 - The Big Bang Theory WEBDL-1080p.mkv	267694170	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1707363	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.304000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676357.986539	1724676357.986539
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E17 - Foreign Affairs WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E17 - Foreign Affairs WEBDL-1080p.mkv	233559944	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1498216	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1247.136000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724385327.4716148	1724385327.4716148
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E18 - It's a Trap! WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E18 - It's a Trap! WEBDL-1080p.mkv	450351613	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2591265	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1390.368000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676349.2277358	1724676349.2277358
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E01 - Stewie Loves Lois WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E01 - Stewie Loves Lois WEBDL-1080p.mkv	293448868	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1807130	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1299.071000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674394.2081654	1724674394.2081654
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E02 - Mother Tucker WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E02 - Mother Tucker WEBDL-1080p.mkv	189450216	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1157235	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1309.674000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674491.037823	1724674491.037823
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E03 - Hell Comes to Quahog WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E03 - Hell Comes to Quahog WEBDL-1080p.mkv	221983799	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1385298	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1281.941000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674496.91101	1724674496.91101
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E04 - Saving Private Brian WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E04 - Saving Private Brian WEBDL-1080p.mkv	174312808	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1065117	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1309.248000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674611.321661	1724674611.321661
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E05 - Whistle While Your Wife Works WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E05 - Whistle While Your Wife Works WEBDL-1080p.mkv	161165247	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	984267	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1309.930000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674487.7414203	1724674487.7414203
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E06 - Prick Up Your Ears WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E06 - Prick Up Your Ears WEBDL-1080p.mkv	137837104	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	850580	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1296.405000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724385419.4328644	1724385419.4328644
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E07 - Chick Cancer WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E07 - Chick Cancer WEBDL-1080p.mkv	162863157	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1002456	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1299.712000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674611.9669216	1724674611.9669216
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E08 - Barely Legal WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E08 - Barely Legal WEBDL-1080p.mkv	178324957	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1089864	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1308.970000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674540.7074196	1724674540.7074196
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E09 - Road to Rupert WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E09 - Road to Rupert WEBDL-1080p.mkv	304350182	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1859392	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1309.461000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674555.6624613	1724674555.6624613
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E10 - Peter's Two Dads WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E10 - Peter's Two Dads WEBDL-1080p.mkv	128547046	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	785637	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1308.970000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674947.3701377	1724674947.3701377
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E11 - The Tan Aquatic With Steve Zissou WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E11 - The Tan Aquatic With Steve Zissou WEBDL-1080p.mkv	155482382	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	967958	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1285.034000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674729.528936	1724674729.528936
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E12 - Airport '07 WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E12 - Airport '07 WEBDL-1080p.mkv	186595025	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1168107	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1277.930000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724676020.357876	1724676020.357876
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E13 - Bill & Peter's Bogus Journey WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E13 - Bill & Peter's Bogus Journey WEBDL-1080p.mkv	183667893	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1142327	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1286.271000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674652.4043238	1724674652.4043238
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E14 - No Meals On Wheels WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E14 - No Meals On Wheels WEBDL-1080p.mkv	197110539	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1227441	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1284.692000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674745.677502	1724674745.677502
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E15 - Boys Do Cry WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E15 - Boys Do Cry WEBDL-1080p.mkv	204007103	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1196794	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1363.690000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674761.9472182	1724674761.9472182
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E16 - No Chris Left Behind WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E16 - No Chris Left Behind WEBDL-1080p.mkv	285587206	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1758255	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1299.412000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674709.1009648	1724674709.1009648
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E17 - It Takes a Village Idiot. and I Married One WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E17 - It Takes a Village Idiot. and I Married One WEBDL-1080p.mkv	188775670	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1153378	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1309.375000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674721.9708855	1724674721.9708855
/Volumes/media/media/tv/Family Guy/Season 5/Family Guy - S05E18 - Meet the Quagmires WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 5	Family Guy - S05E18 - Meet the Quagmires WEBDL-1080p.mkv	186800621	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1143677	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1306.666000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724674975.5972898	1724674975.5972898
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E01 - Peter, Peter, Caviar Eater WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E01 - Peter, Peter, Caviar Eater WEBDL-1080p.mkv	292918212	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1729124	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1355.221000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671461.5208268	1724671461.5208268
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E02 - Holy Crap WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E02 - Holy Crap WEBDL-1080p.mkv	320504595	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1892445	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.880000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671466.5443876	1724671466.5443876
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E03 - Da Boom WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E03 - Da Boom WEBDL-1080p.mkv	373282898	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2220195	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1345.045000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671595.5657215	1724671595.5657215
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E04 - Brian in Love WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E04 - Brian in Love WEBDL-1080p.mkv	268691985	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1593969	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1348.543000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671515.168886	1724671515.168886
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E05 - Love Thy Trophy WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E05 - Love Thy Trophy WEBDL-1080p.mkv	268824419	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1587546	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.666000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671646.4233687	1724671646.4233687
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E06 - Death is a Bitch WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E06 - Death is a Bitch WEBDL-1080p.mkv	246186429	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1453308	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1355.178000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671648.3996592	1724671648.3996592
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E07 - The King is Dead WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E07 - The King is Dead WEBDL-1080p.mkv	165148200	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	975454	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.431000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671817.6329293	1724671817.6329293
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E08 - I Am Peter, Hear Me Roar WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E08 - I Am Peter, Hear Me Roar WEBDL-1080p.mkv	269228812	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1590811	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1353.919000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671626.1159017	1724671626.1159017
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E09 - If I'm Dyin', I'm Lyin' WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E09 - If I'm Dyin', I'm Lyin' WEBDL-1080p.mkv	175373845	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1038288	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1351.253000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724672262.9310212	1724672262.9310212
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E10 - Running Mates WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E10 - Running Mates WEBDL-1080p.mkv	312481871	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1844901	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1355.007000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671631.767731	1724671631.767731
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E11 - A Picture's Worth A Thousand Bucks WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E11 - A Picture's Worth A Thousand Bucks WEBDL-1080p.mkv	279496034	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1653354	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1352.383000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671741.461149	1724671741.461149
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E12 - Fifteen Minutes of Shame WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E12 - Fifteen Minutes of Shame WEBDL-1080p.mkv	318110220	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1878633	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.645000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671674.1730087	1724671674.1730087
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E13 - Road to Rhode Island WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E13 - Road to Rhode Island WEBDL-1080p.mkv	201805677	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1225958	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1316.884000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671848.0978158	1724671848.0978158
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E14 - Let's Go to the Hop WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E14 - Let's Go to the Hop WEBDL-1080p.mkv	290179554	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1745687	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1329.812000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671785.7700899	1724671785.7700899
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E15 - Dammit Janet WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E15 - Dammit Janet WEBDL-1080p.mkv	265577532	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1567483	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1355.434000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671792.597123	1724671792.597123
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E16 - There's Something About Paulie WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E16 - There's Something About Paulie WEBDL-1080p.mkv	258184196	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1532626	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1347.669000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671910.5666356	1724671910.5666356
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E17 - He's Too Sexy For His Fat WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E17 - He's Too Sexy For His Fat WEBDL-1080p.mkv	277421795	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1638860	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.218000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671913.3655052	1724671913.3655052
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E18 - E. Peterbus Unum WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E18 - E. Peterbus Unum WEBDL-1080p.mkv	205923894	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1216565	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.133000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671828.4773755	1724671828.4773755
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E19 - The Story on Page One WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E19 - The Story on Page One WEBDL-1080p.mkv	239371365	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1431396	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1337.834000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671994.5520084	1724671994.5520084
/Volumes/media/media/tv/Family Guy/Season 2/Family Guy - S02E20 - Wasted Talent WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 2	Family Guy - S02E20 - Wasted Talent WEBDL-1080p.mkv	282294543	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1667699	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1354.175000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724671946.5634623	1724671946.5634623
