File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date
/Volumes/media/media/movies/Red Dragon (2002)/Red Dragon (2002) Bluray-2160p.mp4	mp4	/Volumes/media/media/movies/Red Dragon (2002)	Red Dragon (2002) Bluray-2160p.mp4	83930666622	mov,mp4,m4a,3gp,3g2,mj2	hevc (+2)	H.265 / HEVC (High Efficiency Video Coding) (+2)	Main 10 (+2)	153 (+2)	89761918	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7480.291667	24.000	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	640000	N/A	1	eng	dvd_subtitle	1	1697880514.791669	1697880514.791669
/Volumes/media/media/movies/Hannibal (2001)/Hannibal (2001) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Hannibal (2001)	Hannibal (2001) Bluray-1080p.mkv	7257389509	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	7361153	1920	1040	bt709	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7887.231000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	chi, chi, chi, chi, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	6	1724542189.5559688	1724542189.5559688
/Volumes/media/media/movies/The Hunger Games (2012)/The Hunger Games (2012) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Hunger Games (2012)	The Hunger Games (2012) Bluray-1080p.mkv	16343307413	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	15290788	1920	800	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8550.668000	23.976	truehd	TrueHD	8	48000	N/A	24	1	eng	hdmv_pgs_subtitle	1	1697738134.1246314	1697738134.1246314
/Volumes/media/media/movies/John Wick Chapter 2 (2017)/John Wick Chapter 2 (2017) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/John Wick Chapter 2 (2017)	John Wick Chapter 2 (2017) WEBDL-2160p.mkv	13932714974	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	15184527	3832	1580	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	7340.480000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng	subrip	1	1697740595.7499924	1697740595.7499924
/Volumes/media/media/movies/John Wick Chapter 3 - Parabellum (2019)/John Wick Chapter 3 - Parabellum (2019) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/John Wick Chapter 3 - Parabellum (2019)	John Wick Chapter 3 - Parabellum (2019) WEBDL-2160p SDR Handbrake.mkv	18986034287	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19360650	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7845.205000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724536016.6302547	1724536016.6302547
/Volumes/media/media/movies/Men in Black 3 (2012)/Men in Black 3 (2012) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Men in Black 3 (2012)	Men in Black 3 (2012) Bluray-2160p SDR Handbrake.mkv	15134581994	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19069000	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6349.397000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724680358.099364	1724680358.099364
/Volumes/media/media/movies/John Wick (2014)/John Wick (2014) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/John Wick (2014)	John Wick (2014) WEBDL-2160p SDR Handbrake.mkv	14707471242	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19378657	3836	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6071.616000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724526056.4078057	1724526056.4078057
/Volumes/media/media/movies/Jason Bourne (2016)/Jason Bourne (2016) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Jason Bourne (2016)	Jason Bourne (2016) WEBDL-2160p.mkv	22860027739	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	24642194	3840	1600	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	7421.426000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	eng, ara, bul, cze, dan, ger, gre, spa, est, fin, fre, heb, hin, hun, ita, lit, lav, nob, dut, pol, por, rum, rus, slv, swe, tur, ukr	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	27	1697744016.6522093	1697744016.6522093
/Volumes/media/media/movies/The Wonderful Story of Henry Sugar (2023)/The Wonderful Story of Henry Sugar (2023) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Wonderful Story of Henry Sugar (2023)	The Wonderful Story of Henry Sugar (2023) WEBDL-2160p.mkv	6260530324	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	20176270	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	2482.334000	24.000	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	640000	N/A	1	eng, eng, ara, cat, cze, dan, ger, gre, spa, spa, baq, fin, fil, fre, glg, heb, hrv, hun, ind, ita, jpn, kor, may, nob, dut, pol, por, por, rum, rus, swe, tha, tur, ukr, vie, chi, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	37	1697745130.198562	1697745130.198562
/Volumes/media/media/movies/Saving Private Ryan (1998)/Saving Private Ryan (1998) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Saving Private Ryan (1998)	Saving Private Ryan (1998) WEBDL-2160p.mkv	19666294799	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	15470458	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	10169.728000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng	subrip	1	1655330400.0	1655330400.0
/Volumes/media/media/movies/Jackie Brown (1997)/Jackie Brown (1997) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Jackie Brown (1997)	Jackie Brown (1997) Bluray-1080p.mkv	3943382759	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	3405174	1920	1036	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	9264.448000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng	dvd_subtitle	1	1697746027.6144934	1697746027.6144934
/Volumes/media/media/movies/Moonrise Kingdom (2012)/Moonrise Kingdom (2012) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Moonrise Kingdom (2012)	Moonrise Kingdom (2012) Bluray-1080p.mkv	4634811320	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6593731	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5623.294000	24.000	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1			0	1724388615.4055607	1724388615.4055607
/Volumes/media/media/movies/The Hateful Eight (2015)/The Hateful Eight (2015) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Hateful Eight (2015)	The Hateful Eight (2015) WEBDL-2160p.mkv	2409851875	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6376730	3840	2160	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p10le	No	10	3023.307000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, eng, spa	subrip, subrip, subrip	3	1697746663.1997023	1697746663.1997023
/Volumes/media/media/movies/The Bourne Legacy (2012)/The Bourne Legacy (2012) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Bourne Legacy (2012)	The Bourne Legacy (2012) WEBDL-2160p.mkv	25201157054	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	24902525	3840	1600	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	8095.936000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	eng, dan, ger, gre, spa, fin, fre, heb, ita, nob, dut, por, rus, swe, tur	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	15	1697747096.183571	1697747096.183571
/Volumes/media/media/movies/The Darjeeling Limited (2007)/The Darjeeling Limited (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Darjeeling Limited (2007)	The Darjeeling Limited (2007) Bluray-1080p.mkv	4536855333	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6591266	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5506.505000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, eng	hdmv_pgs_subtitle, dvd_subtitle	2	1724588110.665158	1724588110.665158
/Volumes/media/media/movies/Natural Born Killers (1994)/Natural Born Killers (1994) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Natural Born Killers (1994)	Natural Born Killers (1994) Bluray-2160p.mkv	5886772955	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6437215	3840	2076	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	7315.925000	24.000	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng	hdmv_pgs_subtitle	1	1698272152.1141093	1698272152.1141093
/Volumes/media/media/movies/Planet Terror (2007)/Planet Terror (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Planet Terror (2007)	Planet Terror (2007) Bluray-1080p.mkv	14577580299	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	18375323	1920	1080	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6346.590000	23.976	truehd, ac3, ac3	TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2	48000, 48000, 48000	N/A, N/A, N/A	N/A, N/A, N/A	3	chi, eng, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	4	1697750023.8453186	1697750023.8453186
/Volumes/media/media/movies/Mission Impossible - Ghost Protocol (2011)/Mission Impossible - Ghost Protocol (2011) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/Mission Impossible - Ghost Protocol (2011)	Mission Impossible - Ghost Protocol (2011) Remux-2160p.mkv	48163317933	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	48308242	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7976.000000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	dan, fin, nor, swe	subrip, subrip, subrip, subrip	4	1697753822.551831	1697753822.551831
/Volumes/media/media/movies/From Dusk Till Dawn (1996)/From Dusk Till Dawn (1996) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/From Dusk Till Dawn (1996)	From Dusk Till Dawn (1996) WEBDL-2160p SDR Handbrake.mkv	15817129398	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19532658	3840	2076	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	6478.229000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724002769.5299287	1724002769.5299287
/Volumes/media/media/movies/Death Proof (2007)/Death Proof (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Death Proof (2007)	Death Proof (2007) Bluray-1080p.mkv	4957521258	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5811133	1920	818	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6824.860000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	dut, eng, eng, fre, ger, hun, nor, por, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	9	1724509379.2723012	1724509379.2723012
/Volumes/media/media/movies/The Bourne Ultimatum (2007)/The Bourne Ultimatum (2007) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Bourne Ultimatum (2007)	The Bourne Ultimatum (2007) WEBDL-2160p.mkv	21357875045	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	24717130	3840	1600	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	6912.736000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	eng	subrip	1	1697754811.3375494	1697754811.3375494
/Volumes/media/media/movies/Desperado (1995)/Desperado (1995) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Desperado (1995)	Desperado (1995) Bluray-1080p.mkv	3483576276	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4444532	1920	1038	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6270.313000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	16	1	eng	subrip	1	1724514480.5341492	1724514480.5341492
/Volumes/media/media/movies/The Avengers (2012)/The Avengers (2012) Bluray-2160p.mp4	mp4	/Volumes/media/media/movies/The Avengers (2012)	The Avengers (2012) Bluray-2160p.mp4	18021624042	mov,mp4,m4a,3gp,3g2,mj2	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	16811781	3840	2076	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8575.712000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	8	48000	768000	N/A	1			0	1699427837.79997	1699427837.79997
/Volumes/media/media/movies/Harry Potter and the Prisoner of Azkaban (2004)/Harry Potter and the Prisoner of Azkaban (2004) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Harry Potter and the Prisoner of Azkaban (2004)	Harry Potter and the Prisoner of Azkaban (2004) Bluray-2160p SDR Handbrake.mkv	20406090199	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19199974	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8502.549000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723281146.638196	1723281146.638196
/Volumes/media/media/movies/Captain America The First Avenger (2011)/Captain America The First Avenger (2011) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Captain America The First Avenger (2011)	Captain America The First Avenger (2011) Remux-2160p SDR Handbrake.mkv	17963354189	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19288777	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7450.282000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723762553.5091915	1723762553.5091915
/Volumes/media/media/movies/Harry Potter and the Philosopher's Stone (2001)/Harry Potter and the Philosopher's Stone (2001) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Harry Potter and the Philosopher's Stone (2001)	Harry Potter and the Philosopher's Stone (2001) Remux-2160p SDR Handbrake.mkv	22085999520	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19328336	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9141.397000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723272319.7593412	1723272319.7593412
/Volumes/media/media/movies/Ocean's Twelve (2004)/Ocean's Twelve (2004) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Ocean's Twelve (2004)	Ocean's Twelve (2004) WEBDL-2160p.mkv	20417309440	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	21732194	3840	1608	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	7515.968000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	eng, bul, cat, cze, dan, spa, spa, fin, hrv, hun, mac, dut, nor, pol, por, por, rum, slo, slv, srp, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	21	1692136800.0	1692136800.0
/Volumes/media/media/movies/Don't Look Up (2021)/Don't Look Up (2021) WEBDL-1080p.mkv	mkv	/Volumes/media/media/movies/Don't Look Up (2021)	Don't Look Up (2021) WEBDL-1080p.mkv	4609784800	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4292420	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	8591.488000	24.000	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, ara, chi, chi, hrv, cze, dan, dut, fin, fre, ger, gre, heb, hun, ind, ita, jpn, kor, may, nob, pol, por, por, rum, rus, spa, spa, swe, tha, tur, ukr, vie	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	32	1724510945.375823	1724510945.375823
/Volumes/media/media/movies/Ocean's Eleven (2001)/Ocean's Eleven (2001) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Ocean's Eleven (2001)	Ocean's Eleven (2001) WEBDL-2160p.mkv	19088824870	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	21845159	3840	1608	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	6990.592000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	eng	subrip	1	1351464354.0	1351464354.0
/Volumes/media/media/movies/Ocean's Thirteen (2007)/Ocean's Thirteen (2007) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Ocean's Thirteen (2007)	Ocean's Thirteen (2007) WEBDL-2160p.mkv	19630509400	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	21438457	3840	1608	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	7325.344000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	eng, bul, cat, cze, dan, spa, spa, fin, hrv, hun, mac, dut, nor, pol, por, por, rum, slo, slv, srp, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	21	1697768764.8491237	1697768764.8491237
/Volumes/media/media/movies/Black Widow (2021)/Black Widow (2021) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Black Widow (2021)	Black Widow (2021) Remux-2160p SDR Handbrake.mkv	19892759370	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19826301	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8026.816000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723722250.4507732	1723722250.4507732
/Volumes/media/media/movies/The Aviator (2004)/The Aviator (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Aviator (2004)	The Aviator (2004) Bluray-1080p.mkv	6935374366	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5434582	1920	816	bt709	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	10209.247000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, chi, chi, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	5	1724591285.0709906	1724591285.0709906
/Volumes/media/media/movies/Gangs of New York (2002)/Gangs of New York (2002) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Gangs of New York (2002)	Gangs of New York (2002) Bluray-1080p.mkv	7912034627	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	6332782	1920	816	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	9995.019000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, spa, swe, nor, dan, fin	dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle	6	1697769675.3620524	1697769675.3620524
/Volumes/media/media/movies/The Revenant (2015)/The Revenant (2015) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Revenant (2015)	The Revenant (2015) WEBDL-2160p SDR Handbrake.mkv	23640070663	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20159014	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9381.439000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723969983.7082105	1723969983.7082105
/Volumes/media/media/movies/J. Edgar (2011)/J. Edgar (2011) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/J. Edgar (2011)	J. Edgar (2011) Bluray-1080p.mkv	2761255786	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2689237	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p10le	No	10	8214.240000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	640000	N/A	1	eng, fre, rum, spa	ass, ass, ass, ass	4	1724567360.6836357	1724567360.6836357
/Volumes/media/media/movies/American Psycho (2000)/American Psycho (2000) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/American Psycho (2000)	American Psycho (2000) WEBDL-2160p.mkv	9717826076	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	12739677	3828	1588	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6102.400000	23.976	ac3, ac3	ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6	48000, 48000	384000, 384000	N/A, N/A	2	fre	subrip	1	1647930653.0	1647930653.0
/Volumes/media/media/movies/The Pursuit of Happyness (2006)/The Pursuit of Happyness (2006) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Pursuit of Happyness (2006)	The Pursuit of Happyness (2006) Bluray-1080p.mkv	2350830784	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2668729	1920	800	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	7047.040000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng, eng, eng	dvd_subtitle, dvd_subtitle, dvd_subtitle	3	1697770978.2984848	1697770978.2984848
/Volumes/media/media/movies/Wedding Crashers (2005)/Wedding Crashers (2005) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Wedding Crashers (2005)	Wedding Crashers (2005) Bluray-1080p.mkv	5798932200	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6087465	1920	812	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7620.816000	23.976	ac3, truehd	ATSC A/52A (AC-3), TrueHD	6, 6	48000, 48000	640000, N/A	N/A, 24	2			0	1724596549.4431906	1724596549.4431906
/Volumes/media/media/movies/The Illusionist (2006)/The Illusionist (2006) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Illusionist (2006)	The Illusionist (2006) Bluray-1080p.mkv	4629353661	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5665758	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6536.606000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1			0	1724591217.435616	1724591217.435616
/Volumes/media/media/movies/Anchorman The Legend of Ron Burgundy (2004)/Anchorman The Legend of Ron Burgundy (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Anchorman The Legend of Ron Burgundy (2004)	Anchorman The Legend of Ron Burgundy (2004) Bluray-1080p.mkv	3523312259	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4296659	1920	1078	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6560.096000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	640000	N/A	1	eng, eng, eng, spa, spa, fre, fre	ass, ass, ass, ass, ass, ass, ass	7	1724545377.0666468	1724545377.0666468
/Volumes/media/media/movies/Lucky Number Slevin (2006)/Lucky Number Slevin (2006) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Lucky Number Slevin (2006)	Lucky Number Slevin (2006) Bluray-1080p.mkv	2781547586	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3362917	1920	800	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6616.986000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	N/A	1			0	1724575709.6656754	1724575709.6656754
/Volumes/media/media/movies/The Machinist (2004)/The Machinist (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Machinist (2004)	The Machinist (2004) Bluray-1080p.mkv	4009892033	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5245173	1920	814	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6115.934000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 224000	24, N/A	2	eng, eng, spa, fre, rus	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	5	1724600608.1914656	1724600608.1914656
