File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date	Issue Detected	Issue Description	Unknown metadata	Non-standard video codec	Non-standard audio codec	Problematic subtitle format	High bitrate	Low bitrate	Non-standard resolution	Non-standard frame rate	High bit depth	HDR content	4K content	Complex video profile	Variable frame rate	Interlaced content	High subtitle stream count	Uncommon container format	Very high bitrate	Multiple audio streams
/Volumes/media/media/movies/Blood Diamond (2006)/Blood Diamond (2006) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/Blood Diamond (2006)	Blood Diamond (2006) Remux-1080p.mkv	7995777065	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	7436337	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	8601.844000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 192000	16, N/A	2	eng, eng, eng, ara, bul, hrv, cze, dan, dut, est, fin, fre, ger, ger, gre, heb, hun, ita, ita, lav, lit, nor, pol, por, rum, rus, srp, spa, spa, swe, tur, ukr	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	32	1724571265.4985085	1724571265.4985085	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 32	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Bolt (2008)/Bolt (2008) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/Bolt (2008)	Bolt (2008) Bluray-1080p Proper.mkv	1469381727	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2033022	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5782.059000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1			0	1724569798.347552	1724569798.347552	Yes	Some file information couldn't be determined	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Borat Subsequent Moviefilm (2020)/Borat Subsequent Moviefilm (2020) WEBRip-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Borat Subsequent Moviefilm (2020)	Borat Subsequent Moviefilm (2020) WEBRip-2160p SDR Handbrake.mkv	13847995546	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19228993	3838	2160	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	5761.298000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723741809.8155544	1723741809.8155544	Yes	Some file information couldn't be determined && Non-standard resolution: 3838x2160	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Brave (2012)/Brave (2012) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Brave (2012)	Brave (2012) WEBDL-2160p.mkv	12107417145	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17251818	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	5614.442000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, cze, spa, hun, ice, kor, pol, rum, slo, tur, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	11	1709593200.0	1709593200.0	Yes	High bit depth video: 10-bit && High number of subtitle streams: 11	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Brother Bear (2003)/Brother Bear (2003) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Brother Bear (2003)	Brother Bear (2003) Bluray-1080p.mkv	2861384074	matroska,webm	hevc (+1)	H.265 / HEVC (High Efficiency Video Coding) (+1)	Main (+1)	120 (+1)	4135139	1920	818	bt709	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5535.744000	23.976	ac3, dts, aac	ATSC A/52A (AC-3), DCA (DTS Coherent Acoustics), AAC (Advanced Audio Coding)	6, 6, 2	48000, 48000, 48000	640000, 1536000, N/A	N/A, N/A, N/A	3	nor, nor, dut, eng, eng, fre, rus, eng	subrip, hdmv_pgs_subtitle, subrip, subrip, subrip, subrip, subrip, subrip	8	1724571250.05664	1724571250.05664	Yes	Non-standard video codec: hevc (+1) && Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1920x818 && High number of subtitle streams: 8	False	True	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Captain America Civil War (2016)/Captain America Civil War (2016) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Captain America Civil War (2016)	Captain America Civil War (2016) Remux-2160p SDR Handbrake.mkv	21964136863	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19827619	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8862.037000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723753362.9596522	1723753362.9596522	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1600	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Captain America The Winter Soldier (2014)/Captain America The Winter Soldier (2014) Remux-2160p Proper SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Captain America The Winter Soldier (2014)	Captain America The Winter Soldier (2014) Remux-2160p Proper SDR Handbrake.mkv	19862443183	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19486944	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8154.154000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723773269.2798433	1723773269.2798433	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1600	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Captain Marvel (2019)/Captain Marvel (2019) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Captain Marvel (2019)	Captain Marvel (2019) Remux-2160p SDR Handbrake.mkv	17896080964	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19290834	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7421.589000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723784108.366181	1723784108.366181	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1608	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Cars (2006)/Cars (2006) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Cars (2006)	Cars (2006) WEBDL-2160p.mkv	14993380205	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17129389	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	7002.412000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, spa, chi	subrip, subrip, subrip, subrip	4	1710289328.0	1710289328.0	Yes	High bit depth video: 10-bit	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Cars 2 (2011)/Cars 2 (2011) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Cars 2 (2011)	Cars 2 (2011) Bluray-2160p.mkv	5212451135	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6494931	3840	1606	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	6420.331000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	fre, eng, eng, N/A, N/A	subrip, hdmv_pgs_subtitle, subrip, subrip, hdmv_pgs_subtitle	5	1699257696.1976397	1699257696.1976397	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x1606 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Chicken Little (2005)/Chicken Little (2005) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Chicken Little (2005)	Chicken Little (2005) Bluray-1080p.mkv	2339747157	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3855446	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4854.944000	23.976	ac3, ac3	ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6	48000, 48000	640000, 640000	N/A, N/A	2	nor	dvd_subtitle	1	1724507410.3716857	1724507410.3716857	Yes	Potentially problematic subtitle format(s): dvd_subtitle	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Cinderella (1950)/Cinderella (1950) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Cinderella (1950)	Cinderella (1950) WEBDL-2160p.mkv	3085225955	matroska,webm	av1	Alliance for Open Media AV1	Main	12	5528277	3840	2160	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p10le	No	10	4464.647000	23.976	opus	Opus (Opus Interactive Audio Codec)	6	48000	N/A	N/A	1	eng	hdmv_pgs_subtitle	1	1708510092.894539	1708510092.894539	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle && High bit depth video: 10-bit	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Deadpool (2016)/Deadpool (2016) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Deadpool (2016)	Deadpool (2016) Remux-2160p SDR Handbrake.mkv	620194678	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19029046	3840	1606	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	260.736000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723794796.5782762	1723794796.5782762	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1606	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Deadpool 2 (2018)/Deadpool 2 (2018) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Deadpool 2 (2018)	Deadpool 2 (2018) Remux-2160p SDR Handbrake.mkv	19387631409	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19292046	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8039.637000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723854570.9197645	1723854570.9197645	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1608	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Deadpool 2 (2018)/Sample SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Deadpool 2 (2018)	Sample SDR Handbrake.mkv	225275446	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20066177	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	89.813000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723854713.196862	1723854713.196862	Yes	Some file information couldn't be determined && High bitrate (20.07 Mbps) may cause buffering && Non-standard resolution: 3840x1608	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Django Unchained (2012)/Django Unchained (2012) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Django Unchained (2012)	Django Unchained (2012) WEBDL-2160p SDR Handbrake.mkv	24456182063	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19716937	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9922.913000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723089570.6594422	1723089570.6594422	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1600	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Doctor Strange (2016)/Doctor Strange (2016) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Doctor Strange (2016)	Doctor Strange (2016) Bluray-2160p SDR Handbrake.mkv	16738567864	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19410726	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6898.688000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723895618.179731	1723895618.179731	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1604	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Doctor Strange in the Multiverse of Madness (2022)/Doctor Strange in the Multiverse of Madness (2022) Remux-2160p Proper SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Doctor Strange in the Multiverse of Madness (2022)	Doctor Strange in the Multiverse of Madness (2022) Remux-2160p Proper SDR Handbrake.mkv	18477895806	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19472828	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7591.253000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723905275.8360367	1723905275.8360367	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1608	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Downsizing (2017)/Downsizing (2017) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Downsizing (2017)	Downsizing (2017) Remux-2160p SDR Handbrake.mkv	19629151263	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19338050	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8120.426000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723937947.993498	1723937947.993498	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1604	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Dumbo (1941)/Dumbo (1941) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Dumbo (1941)	Dumbo (1941) Bluray-1080p.mkv	2574493120	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5367911	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	3836.864000	23.976	dts, ac3, ac3, ac3, ac3, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 6, 6, 6, 2	48000, 48000, 48000, 48000, 48000, 48000	1536000, 640000, 640000, 640000, 640000, 320000	N/A, N/A, N/A, N/A, N/A, N/A	6	eng, eng, nor, swe, dan, fin	subrip, subrip, subrip, subrip, subrip, subrip	6	1724509704.375393	1724509704.375393	Yes	Non-standard audio codec(s): dts && High number of subtitle streams: 6 && Multiple audio streams: 6	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True
/Volumes/media/media/movies/Dune (2021)/Dune (2021) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Dune (2021)	Dune (2021) WEBDL-2160p SDR Handbrake.mkv	22236614841	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19076874	3840	1604	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	9325.056000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723949885.2980773	1723949885.2980773	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1604	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Eternals (2021)/Eternals (2021) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Eternals (2021)	Eternals (2021) Remux-2160p SDR Handbrake.mkv	22868872126	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19566202	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9350.357000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723962200.2624469	1723962200.2624469	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1608	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Ex Machina (2015)/Ex Machina (2015) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Ex Machina (2015)	Ex Machina (2015) Bluray-2160p SDR Handbrake.mkv	15972490441	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19667330	3840	1606	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	6497.065000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723968490.62898	1723968490.62898	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1606	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Fantasia (1940)/Fantasia (1940) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Fantasia (1940)	Fantasia (1940) Bluray-1080p.mkv	4120897428	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4414750	1440	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7467.507000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 448000	N/A, N/A	2	eng, nor	subrip, ass	2	1724541644.5171058	1724541644.5171058	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1440x1080	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Fantasia 2000 (1999)/Fantasia 2000 (1999) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/Fantasia 2000 (1999)	Fantasia 2000 (1999) Bluray-1080p Proper.mkv	1800356584	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3220152	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4472.724000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng, pol	subrip, subrip	2	1724545392.9869254	1724545392.9869254	Yes	Non-standard audio codec(s): dts	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Fantastic Mr. Fox (2009)/Fantastic Mr. Fox (2009) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/Fantastic Mr. Fox (2009)	Fantastic Mr. Fox (2009) Remux-1080p.mkv	3982926232	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6103764	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5220.288000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 192000	24, N/A	2	eng	hdmv_pgs_subtitle	1	1724541351.9968493	1724541351.9968493	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Fast X (2023)/Fast X (2023) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Fast X (2023)	Fast X (2023) Bluray-2160p SDR Handbrake.mkv	20731329555	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19626142	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8450.496000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723131124.7955883	1723131124.7955883	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1608	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Fight Club (1999)/Fight Club (1999) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Fight Club (1999)	Fight Club (1999) WEBDL-2160p.mkv	30395305035	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	29126887	3840	2160	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	8348.384000	23.976	dts, ac3, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2	48000, 48000, 48000	N/A, 640000, 224000	24, N/A, N/A	3	eng	subrip	1	1660801798.1119196	1660801798.1119196	Yes	Non-standard audio codec(s): dts && High bitrate (29.13 Mbps) may cause buffering && High bit depth video: 10-bit	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Finding Dory (2016)/Finding Dory (2016) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Finding Dory (2016)	Finding Dory (2016) WEBDL-2160p.mkv	12573821835	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17280563	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	5821.024000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, spa, chi	subrip, subrip, subrip, subrip	4	1710285434.0	1710285434.0	Yes	High bit depth video: 10-bit	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Finding Nemo (2003)/Finding Nemo (2003) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Finding Nemo (2003)	Finding Nemo (2003) WEBDL-2160p.mkv	13166448744	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17400930	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	6053.216000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, cze, dan, gre, spa, fin, hun, ice, jpn, kor, dut, nor, pol, por, rum, slo, swe, tur, chi, chi, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	22	1710285669.0	1710285669.0	Yes	High bit depth video: 10-bit && High number of subtitle streams: 22	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
