File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date	Issue Detected	Issue Description	Unknown metadata	Non-standard video codec	Non-standard audio codec	Problematic subtitle format	High bitrate	Low bitrate	Non-standard resolution	Non-standard frame rate	High bit depth	HDR content	4K content	Complex video profile	Variable frame rate	Interlaced content	High subtitle stream count	Uncommon container format	Very high bitrate	Multiple audio streams
/Volumes/media/media/movies/Pocahontas (1995)/Pocahontas (1995) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Pocahontas (1995)	Pocahontas (1995) Bluray-1080p.mkv	2354574042	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3868862	1920	1072	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4868.768000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 640000	N/A, N/A	2	eng	dvd_subtitle	1	1724580137.361888	1724580137.361888	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): dvd_subtitle && Non-standard resolution: 1920x1072	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Ratatouille (2007)/Ratatouille (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Ratatouille (2007)	Ratatouille (2007) Bluray-1080p.mkv	5134293410	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6192073	1920	1044	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6633.375000	23.976	ac3, pcm_s16le	ATSC A/52A (AC-3), PCM signed 16-bit little-endian	6, 6	48000, 48000	640000, 4608000	N/A, N/A	2			0	1724584950.5864112	1724584950.5864112	Yes	Some file information couldn't be determined && Non-standard audio codec(s): pcm_s16le && Non-standard resolution: 1920x1044	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Return of the Jedi (1983)/Return of the Jedi (1983) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Return of the Jedi (1983)	Return of the Jedi (1983) WEBDL-2160p.mkv	17617131142	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17428416	3840	2160	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	8086.624000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, eng, cze, dan, ger, gre, spa, spa, fin, fre, fre, hun, ice, ita, jpn, kor, dut, nor, pol, por, por, rum, slo, swe, tur, chi, chi, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	29	1697821528.559764	1697821528.559764	Yes	High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 29	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Robin Hood (1973)/Robin Hood (1973) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Robin Hood (1973)	Robin Hood (1973) Bluray-1080p.mkv	4011697568	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6441927	1808	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4981.984000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 640000	N/A, N/A	2	eng, eng, eng, eng, nor, nor, nor, nor	dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, subrip, dvd_subtitle, dvd_subtitle, dvd_subtitle	8	1724580270.4788077	1724580270.4788077	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && Non-standard resolution: 1808x1080 && High number of subtitle streams: 8	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Rogue One A Star Wars Story (2016)/Rogue One A Star Wars Story (2016) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/Rogue One A Star Wars Story (2016)	Rogue One A Star Wars Story (2016) Remux-2160p.mkv	51810208265	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	51566812	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8037.760000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	dan, fin, nor, swe	subrip, subrip, subrip, subrip	4	1664930559.7260637	1664930559.7260637	Yes	Non-standard audio codec(s): truehd && High bitrate (51.57 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	True	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Rushmore (1998)/Rushmore (1998) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Rushmore (1998)	Rushmore (1998) WEBDL-2160p.mkv	14608688987	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	20990822	3840	2160	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	5567.648000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 192000	24, N/A	2	eng, eng, chi, chi, dan, dut, fin, fre, ger, ice, ita, jpn, nor, pol, por, por, spa, spa, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	19	1686443548.6102147	1686443548.6102147	Yes	Non-standard audio codec(s): dts && High bitrate (20.99 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 19	False	False	True	False	True	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Saludos Amigos (1942)/Saludos Amigos (1942) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Saludos Amigos (1942)	Saludos Amigos (1942) Bluray-1080p.mkv	1817824551	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5751373	1440	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2528.543000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng, eng	subrip, subrip	2	1724580397.9755335	1724580397.9755335	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1440x1080	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Schindler's List (1993)/Schindler's List (1993) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Schindler's List (1993)	Schindler's List (1993) Bluray-2160p.mkv	9470639548	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6471346	3840	2076	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p10le	No	10	11707.782000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, spa, spa, fre, fre	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	5	1660636807.3731713	1660636807.3731713	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Se7en (1995)/Se7en (1995) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/Se7en (1995)	Se7en (1995) Remux-1080p.mkv	10665943350	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	11213050	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	7609.664000	23.976	dts, ac3, ac3, ac3, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	8, 2, 2, 2, 6	48000, 48000, 48000, 48000, 48000	N/A, 192000, 192000, 192000, 640000	24, N/A, N/A, N/A, N/A	5	eng, chi, cze, dan, dut, ger, gre, fin, heb, jpn, kor, nor, pol, por, por, spa, spa, swe, tha, tur, chi, chi, chi, chi, jpn, jpn, jpn, jpn, kor, kor, kor, kor	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	32	1724584767.1725402	1724584767.1725402	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 32 && Multiple audio streams: 5	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	True
/Volumes/media/media/movies/Sigrid - Flow Festival (2022)/Flow Festival 2022 - Sigrid () WEBDL-720p.mkv	mkv	/Volumes/media/media/movies/Sigrid - Flow Festival (2022)	Flow Festival 2022 - Sigrid () WEBDL-720p.mkv	1331023303	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5619926	1280	576	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1894.720000	50.000	ac3	ATSC A/52A (AC-3)	2	48000	448000	N/A	1			0	1724580717.857173	1724580717.857173	Yes	Some file information couldn't be determined && Non-standard resolution: 1280x576	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Sleeping Beauty (1959)/Sleeping Beauty (1959) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Sleeping Beauty (1959)	Sleeping Beauty (1959) Bluray-1080p.mkv	1444384447	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	153	2562044	1920	752	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4510.100000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng	subrip	1	1724614869.8391678	1724614869.8391678	Yes	Non-standard resolution: 1920x752	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Snow White and the Seven Dwarfs (1937)/Snow White and the Seven Dwarfs (1937) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Snow White and the Seven Dwarfs (1937)	Snow White and the Seven Dwarfs (1937) Bluray-2160p.mkv	4068532117	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6522815	2960	2160	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	4989.909000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	fre, spa, ger, ita, jpn, fre, spa, ger, ita, eng	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	10	1698084919.4453113	1698084919.4453113	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 2960x2160 && High bit depth video: 10-bit && High number of subtitle streams: 10	False	False	False	True	False	False	True	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Solo A Star Wars Story (2018)/Solo A Star Wars Story (2018) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/Solo A Star Wars Story (2018)	Solo A Star Wars Story (2018) Remux-2160p.mkv	49533234436	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	49007676	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8085.792000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	eng, eng, chi, chi, fre, kor, spa, tha	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	8	1664792244.4681387	1664792244.4681387	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (49.01 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 8	False	False	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Spider-Man Far from Home (2019)/Spider-Man Far From Home (2019) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/Spider-Man Far from Home (2019)	Spider-Man Far From Home (2019) Remux-2160p.mkv	59157510437	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	60957462	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7763.776000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	eng, eng, ara, bul, chi, chi, chi, hrv, cze, dan, dut, est, fin, fre, ger, gre, heb, hun, ice, ind, ita, kaz, kor, lav, lit, may, nor, pol, por, por, rum, rus, srp, slo, slv, spa, spa, swe, tha, tur, ukr, vie	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	42	1697423599.0198686	1697423599.0198686	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (60.96 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 42	False	False	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Star Wars (1977)/Star Wars (1977) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Star Wars (1977)	Star Wars (1977) WEBDL-2160p.mkv	4781833990	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	5110598	3840	2160	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p10le	No	10	7485.361000	23.976	opus	Opus (Opus Interactive Audio Codec)	6	48000	N/A	N/A	1	eng, eng	subrip, subrip	2	1724588289.5939925	1724588289.5939925	Yes	High bit depth video: 10-bit	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Star Wars Episode I - The Phantom Menace (1999)/Star Wars Episode I - The Phantom Menace (1999) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Star Wars Episode I - The Phantom Menace (1999)	Star Wars Episode I - The Phantom Menace (1999) Bluray-1080p.mkv	2607734126	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2553170	1920	816	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	8170.966000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1			0	1724582236.8284476	1724582236.8284476	Yes	Some file information couldn't be determined && Non-standard resolution: 1920x816	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Star Wars Episode II - Attack of the Clones (2002)/Star Wars Episode II - Attack of the Clones (2002) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Star Wars Episode II - Attack of the Clones (2002)	Star Wars Episode II - Attack of the Clones (2002) Bluray-1080p.mkv	2168627255	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2029617	1920	824	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	8547.925000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724582676.8331916	1724582676.8331916	Yes	Some file information couldn't be determined && Non-standard resolution: 1920x824	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Star Wars Episode III - Revenge of the Sith (2005)/Star Wars Episode III - Revenge of the Sith (2005) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Star Wars Episode III - Revenge of the Sith (2005)	Star Wars Episode III - Revenge of the Sith (2005) Bluray-1080p.mkv	12834064441	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	12214385	1918	816	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	8405.868000	23.976	dts, dts, ac3, ac3, ac3, dts, ac3, ac3, ac3	DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	7, 7, 6, 6, 6, 6, 6, 2, 2	48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000	N/A, 1536000, 448000, 448000, 448000, 768000, 448000, 224000, 224000	24, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A	9	N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	29	1697830475.3475027	1697830475.3475027	Yes	Non-standard audio codec(s): dts, dts, dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1918x816 && High number of subtitle streams: 29 && Multiple audio streams: 9	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True
/Volumes/media/media/movies/Star Wars The Force Awakens (2015)/Star Wars The Force Awakens (2015) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Star Wars The Force Awakens (2015)	Star Wars The Force Awakens (2015) WEBDL-2160p.mkv	17867453477	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17145359	3840	2160	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	8336.928000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	dan, fin, nor, swe	subrip, subrip, subrip, subrip	4	1664762263.0290375	1664762263.0290375	Yes	High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Star Wars The Last Jedi (2017)/Star Wars The Last Jedi (2017) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Star Wars The Last Jedi (2017)	Star Wars The Last Jedi (2017) WEBDL-2160p.mkv	19596396593	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17212469	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	9108.000000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, cze, dan, ger, gre, spa, spa, fin, fre, fre, hun, ice, ita, jpn, kor, dut, nor, pol, por, por, rum, slo, swe, tur, chi, chi, chi, spa, fre, por	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	31	1710745681.0	1710745681.0	Yes	High bit depth video: 10-bit && High number of subtitle streams: 31	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Star Wars The Rise of Skywalker (2019)/Star Wars The Rise of Skywalker (2019) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/Star Wars The Rise of Skywalker (2019)	Star Wars The Rise of Skywalker (2019) Remux-2160p.mkv	56366279244	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	52967861	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8513.280000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	eng, eng, eng, chi, chi, dan, fin, fre, kor, nor, por, spa, swe	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	13	1664776126.2605274	1664776126.2605274	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (52.97 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 13	False	False	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	False
